Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,WhiteTitle,BlackTitle,moves_line,tag_line
Rated Blitz game,https://lichess.org/IJrSpQ0a,2018.09.30,-,hl275,SpeedDemon9,1-0,2018.09.30,22:04:49,1516,1545,11,-11,A40,Horwitz Defense,180+0,Normal,,,59345,59327
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/Wi1cOijK,2018.09.30,-,MrDuchesne,ferrisx,0-1,2018.09.30,22:04:49,1857,2137,-3,4,A08,King's Indian Attack: French Variation,60+0,Time forfeit,,,59365,59347
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/OIImrvZa,2018.09.30,-,Sasatvsem111,Ljimun,1-0,2018.09.30,22:04:49,1981,2079,18,-14,B07,Pirc Defense #4,60+0,Time forfeit,,,59385,59367
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/IHp55wwl,2018.09.30,-,Panthera,ABTRemovals,1-0,2018.09.30,22:04:49,2253,1628,0,-1,C00,Queen's Pawn Game: Franco-Sicilian Defense,60+0,Normal,,,59405,59387
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/QLepHJ97,2018.09.30,-,JFedericoV,chamuyero,0-1,2018.09.30,22:04:49,1827,1888,-9,10,C00,French Defense: Knight Variation,60+0,Time forfeit,,,59425,59407
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/8aUBn6bM,2018.09.30,-,hasancil,DanFrank99,1-0,2018.09.30,22:04:49,2148,1655,1,-2,B10,Caro-Kann Defense: Accelerated Panov Attack #2,60+0,Normal,,,59445,59427
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/cODwgZOq,2018.09.30,-,westmount,RacingChessLive,0-1,2018.09.30,22:04:49,1834,2110,-5,4,B36,"Sicilian Defense: Accelerated Dragon, MarÃ³czy Bind",60+0,Time forfeit,,,59465,59447
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/R1TU6597,2018.09.30,-,Sebartak,Secjacek,0-1,2018.09.30,22:04:49,1833,2053,-5,5,C42,Russian Game: Three Knights Game,60+0,Normal,,,59485,59467
Rated Rapid game,https://lichess.org/8kmsGr3l,2018.09.30,-,Zgz815,Wollebibel,1-0,2018.09.30,22:04:50,1570,1572,10,-12,C41,Philidor Defense #2,600+0,Normal,,,59505,59487
Rated Rapid game,https://lichess.org/bbcMhZ1k,2018.09.30,-,SammySamsl,LadyBathory,1-0,2018.09.30,22:04:50,1192,1194,11,-10,C40,King's Pawn Game: Busch-Gass Gambit,600+10,Normal,,,59525,59507
Rated Rapid game,https://lichess.org/xRTBc3La,2018.09.30,-,PietroSax,Bbvsgsgfsj,0-1,2018.09.30,22:04:50,1443,1282,-16,17,C22,Center Game: Normal Variation,300+5,Normal,,,59545,59527
Rated Bullet game,https://lichess.org/6xw77V7u,2018.09.30,-,ManuelMagnifico,Yulux,0-1,2018.09.30,22:04:50,1952,2119,-6,6,B18,Caro-Kann Defense: Classical Variation,60+0,Time forfeit,,,59565,59547
Rated Bullet game,https://lichess.org/cr6xgB9c,2018.09.30,-,pianista2018,majdyyyy,0-1,2018.09.30,22:04:50,1576,1561,-11,10,A41,Queen's Pawn,60+0,Normal,,,59585,59567
Rated Bullet game,https://lichess.org/I3IlMLPv,2018.09.30,-,Learn_withMe_Chess,WizKhalifa,0-1,2018.09.30,22:04:50,1447,1466,-10,10,A10,English Opening: Anglo-Scandinavian Defense,60+0,Normal,,,59605,59587
Rated Bullet game,https://lichess.org/jLuuHdzm,2018.09.30,-,BorisMatt,Wasserp,1-0,2018.09.30,22:04:50,1474,1551,15,-13,A06,Zukertort Opening: Tennison Gambit,60+0,Time forfeit,,,59625,59607
Rated Bullet game,https://lichess.org/i2cwvQ5r,2018.09.30,-,Abolish_ICE,bidon67,0-1,2018.09.30,22:04:50,2189,2165,-11,10,D00,Queen's Pawn Game #2,60+0,Normal,,,59645,59627
Rated Bullet game,https://lichess.org/cJRkudJa,2018.09.30,-,Andrew_Torzhkov,Lusthetics,1-0,2018.09.30,22:04:50,1651,1925,17,-21,A40,Englund Gambit,60+0,Normal,,,59665,59647
Rated Bullet game,https://lichess.org/Tzuptfrp,2018.09.30,-,avarris,drgs,1-0,2018.09.30,22:04:50,1424,1372,9,-8,C48,Four Knights Game: Spanish Variation,60+0,Time forfeit,,,59685,59667
Rated Bullet game,https://lichess.org/94xReRij,2018.09.30,-,lipuszak,mbkonacoglu,0-1,2018.09.30,22:04:50,1914,1875,-12,12,A10,"English Opening: Anglo-Scandinavian Defense, Loehn Gambit",60+0,Normal,,,59705,59687
Rated Bullet game,https://lichess.org/IACmOWtl,2018.09.30,-,zitounov,mrrekter,0-1,2018.09.30,22:04:50,1614,1866,-5,4,A06,RÃ©ti Opening,60+0,Normal,,,59725,59707
Rated Bullet game,https://lichess.org/ch3TYwko,2018.09.30,-,sinasioren,deadly_desk,1-0,2018.09.30,22:04:51,1199,1337,15,-15,B10,Caro-Kann Defense,60+0,Normal,,,59745,59727
Rated Rapid game,https://lichess.org/x1tA7lyd,2018.09.30,-,vladimirzozulya1500,tvadpung,1-0,2018.09.30,22:04:52,1760,1662,7,-8,C62,Ruy Lopez: Steinitz Defense,300+5,Normal,,,59765,59747
Rated Rapid game,https://lichess.org/oNqCmbzY,2018.09.30,-,mulla93,MIGUELITOCORTES,0-1,2018.09.30,22:04:52,1473,1565,-8,42,D13,Slav Defense: Exchange Variation,600+0,Normal,,,59785,59767
Rated Blitz game,https://lichess.org/lT9Ekk5b,2018.09.30,-,AnonymousHunter,pilocl,1-0,2018.09.30,22:04:52,2074,2083,11,-9,A01,Nimzo-Larsen Attack,180+0,Normal,,,59805,59787
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/AOae3APr,2018.09.30,-,vini11,HETLRr,1-0,2018.09.30,22:04:52,1571,1612,12,-13,A15,English Opening: Anglo-Indian Defense,180+0,Normal,,,59825,59807
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/PFNeFA0g,2018.09.30,-,smoothwitness,mamutek,0-1,2018.09.30,22:04:52,1193,1506,-3,3,C00,French Defense: Two Knights Variation,180+0,Normal,,,59845,59827
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/6CSXiuO1,2018.09.30,-,ulyssesPAT,BeginnerBR,0-1,2018.09.30,22:04:52,1185,1429,-6,4,A40,Horwitz Defense,180+0,Normal,,,59865,59847
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/aMHFIuvm,2018.09.30,-,Anna32232,Donny_Trump,0-1,2018.09.30,22:04:52,1621,1535,-12,14,A40,Mikenas Defense,180+0,Normal,,,59885,59867
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/Z4Ts3FJI,2018.09.30,-,lesechecsdz,amigo_del_ajedrez,0-1,2018.09.30,22:04:52,1550,1467,-14,14,C21,Center Game: Kieseritzky Variation #2,180+0,Time forfeit,,,59905,59887
Rated Bullet game,https://lichess.org/jobLF70G,2018.09.30,-,nawww,jmc1,0-1,2018.09.30,22:04:53,2284,2412,-7,7,A49,Indian Game: Przepiorka Variation,60+0,Normal,FM,,59926,59907
Rated Bullet game,https://lichess.org/6yBLNL0N,2018.09.30,-,Silvstedt,Skander846,1-0,2018.09.30,22:04:53,1420,1398,10,-10,D30,Queen's Gambit Declined: Traditional Variation,120+1,Normal,,,59946,59928
Rated Blitz game,https://lichess.org/B9pIwXAp,2018.09.30,-,caroclaudia,Oldergold,1-0,2018.09.30,22:04:53,1698,1697,11,-10,E61,King's Indian Defense: Smyslov Variation,180+2,Normal,,,59966,59948
Rated Blitz game,https://lichess.org/zjZ6w33t,2018.09.30,-,HamoudiNedjmeddine,Metropoulos,0-1,2018.09.30,22:04:53,1892,2152,-4,4,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation",180+2,Normal,,,59986,59968
Rated Blitz game,https://lichess.org/feIFKp1O,2018.09.30,-,effinmate,saluto222,0-1,2018.09.30,22:04:53,1020,977,-11,13,D04,Queen's Pawn Game: Colle System,180+2,Time forfeit,,,60006,59988
Rated Blitz game,https://lichess.org/imq7A590,2018.09.30,-,Fokker76,andrea_810,1-0,2018.09.30,22:04:53,1606,1427,5,-5,B01,Scandinavian Defense: Main Line,180+2,Normal,,,60026,60008
Rated Blitz game,https://lichess.org/bxBXQvlM,2018.09.30,-,Stag,so_sex_furniture,1-0,2018.09.30,22:05:35,1024,946,8,-8,D25,Queen's Gambit Accepted: Deferred Variation,300+3,Normal,,,60046,60028
Rated Blitz game,https://lichess.org/tLYFCSBs,2018.09.30,-,gwerty,em17,1-0,2018.09.30,22:05:35,1323,1240,22,-8,C40,King's Pawn Game: McConnell Defense,180+0,Normal,,,60066,60048
Rated Bullet game,https://lichess.org/NPpiLbvB,2018.09.30,-,Czou,Mesut_Ulger,1-0,2018.09.30,22:05:35,1908,1905,10,-10,C00,French Defense: Knight Variation,60+0,Time forfeit,,,60086,60068
Rated Blitz tournament https://lichess.org/tournament/1MrPr6df,https://lichess.org/DKGxrARA,2018.09.30,-,uakpaso,Queenkillah,0-1,2018.09.30,22:05:36,1718,1843,-8,7,A20,English Opening: King's English Variation,180+0,Time forfeit,,,60106,60088
Rated Blitz tournament https://lichess.org/tournament/1MrPr6df,https://lichess.org/K4yHB4DT,2018.09.30,-,neldow,ucheamadi1,1-0,2018.09.30,22:05:36,1962,2014,13,-12,C10,French Defense: Marshall Variation,180+0,Time forfeit,,,60126,60108
Rated Blitz tournament https://lichess.org/tournament/1MrPr6df,https://lichess.org/rLgO76gY,2018.09.30,-,delime,Playthisgame,1-0,2018.09.30,22:05:36,2103,1974,8,-6,B07,Rat Defense: Accelerated Gurgenidze,180+0,Normal,,,60146,60128
Rated Rapid game,https://lichess.org/jQEolNCC,2018.09.30,-,Qlakov,Ravi_bhushan,1-0,2018.09.30,22:05:36,1275,1318,13,-13,B10,Caro-Kann Defense,1200+5,Normal,,,60166,60148
Rated Rapid game,https://lichess.org/1SLo4mSI,2018.09.30,-,clement04120,boandrea,1-0,2018.09.30,22:05:36,1698,1536,6,-6,D00,Queen's Pawn Game: Mason Attack,600+0,Normal,,,60186,60168
Rated Bullet game,https://lichess.org/fTW1n6Vv,2018.09.30,-,schu007,R25Rex,0-1,2018.09.30,22:05:36,1026,1055,-10,11,D30,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",60+0,Time forfeit,,,60206,60188
Rated Bullet game,https://lichess.org/eOP7TLti,2018.09.30,-,Zosovath,ers9999,1-0,2018.09.30,22:05:36,1084,1094,12,-11,B00,Nimzowitsch Defense,60+0,Normal,,,60226,60208
Rated Bullet game,https://lichess.org/gTSqZXg0,2018.09.30,-,leohofer,CrazyRaisy,1-0,2018.09.30,22:05:36,1153,1133,11,-10,D02,Queen's Pawn Game: Krause Variation,60+0,Time forfeit,,,60246,60228
Rated Bullet game,https://lichess.org/A0D4B0YV,2018.09.30,-,ivansencerov,abirvalg,1-0,2018.09.30,22:05:36,1770,1765,10,-10,A40,English Defense #2,60+0,Normal,,,60266,60248
Rated Bullet game,https://lichess.org/WBPypTSr,2018.09.30,-,Mr420NI,GingerZeus,0-1,2018.09.30,22:05:36,911,800,-14,38,B00,Nimzowitsch Defense: Pseudo-Spanish Variation,60+0,Normal,,,60286,60268
Rated Bullet game,https://lichess.org/0ntaDUjH,2018.09.30,-,ramon_ernesto,ramyelfaramawy,1-0,2018.09.30,22:05:36,1275,1160,7,-8,C40,King's Pawn Game: Busch-Gass Gambit,60+0,Time forfeit,,,60306,60288
Rated Bullet game,https://lichess.org/wKginMdd,2018.09.30,-,mrrobot914,DiscoveryNASA,0-1,2018.09.30,22:05:36,1560,1556,-10,10,A30,English Opening: Symmetrical Variation,60+0,Time forfeit,,,60326,60308
Rated Bullet game,https://lichess.org/6jN4wnD7,2018.09.30,-,FLORESPOLANCO,Bergbishop,1-0,2018.09.30,22:05:36,1776,1874,14,-13,A00,Van't Kruijs Opening,60+0,Normal,,,60346,60328
Rated Bullet game,https://lichess.org/7GzuAD1r,2018.09.30,-,LightSword,troglodiet,0-1,2018.09.30,22:05:36,1745,1742,-11,11,A40,Horwitz Defense,60+0,Normal,,,60366,60348
Rated Bullet game,https://lichess.org/uaYouQ0z,2018.09.30,-,bigk,ricardus33,1-0,2018.09.30,22:05:36,2283,2089,5,-5,C45,"Scotch Game: Scotch Gambit, Advance Variation",60+0,Time forfeit,,,60386,60368
Rated Blitz game,https://lichess.org/vXGgg6yL,2018.09.30,-,osmart,joni12345,1-0,2018.09.30,22:05:36,1674,1776,15,-15,C00,French Defense: Knight Variation,240+0,Normal,,,60406,60388
Rated Rapid game,https://lichess.org/YLcr4Wdz,2018.09.30,-,yassiraouane,casterlytyrion,0-1,2018.09.30,22:05:37,1890,1952,-9,9,B44,Sicilian Defense: Paulsen Variation,600+0,Normal,,,60426,60408
Rated Blitz game,https://lichess.org/9z9kJSK4,2018.09.30,-,Asparagus08,akrepadam,1-0,2018.09.30,22:05:37,1745,1671,9,-8,A40,Englund Gambit,120+3,Time forfeit,,,60446,60428
Rated Classical game,https://lichess.org/fJgLwJML,2018.09.30,-,boob-s,granslam,0-1,2018.09.30,22:05:38,1534,1474,-13,15,B00,King's Pawn,900+15,Normal,,,60466,60448
Rated Classical game,https://lichess.org/n3pMg1oE,2018.09.30,-,Booride,jtphil,0-1,2018.09.30,22:05:38,1099,1210,-9,63,B20,Sicilian Defense,900+15,Normal,,,60486,60468
Rated Classical game,https://lichess.org/HzX1M0Ew,2018.09.30,-,drewzer,baconator5120,1-0,2018.09.30,22:05:38,1093,920,6,-6,D00,Queen's Pawn Game: Steinitz Countergambit,900+15,Normal,,,60506,60488
Rated Classical game,https://lichess.org/9oC3EWQR,2018.09.30,-,gourmet_mild,unclerusty,0-1,2018.09.30,22:05:38,1420,1308,-14,14,B06,Robatsch (Modern) Defense,900+15,Normal,,,60526,60508
Rated Classical game,https://lichess.org/qfnWxtNo,2018.09.30,-,mecfvm,Vladimir322,0-1,2018.09.30,22:05:38,1635,1703,-9,8,C60,Ruy Lopez: Lucena Variation,900+15,Normal,,,60546,60528
Rated Classical game,https://lichess.org/g8UFWrRt,2018.09.30,-,DavidS76,radroberto,0-1,2018.09.30,22:05:38,1563,1624,-9,8,B06,Robatsch (Modern) Defense,900+15,Normal,,,60566,60548
Rated Classical game,https://lichess.org/7awiF9U9,2018.09.30,-,Robcal,CaptainBadAtChess,1-0,2018.09.30,22:05:38,1307,1248,9,-9,D00,Queen's Pawn Game,900+15,Normal,,,60586,60568
Rated Classical game,https://lichess.org/Je4cc51x,2018.09.30,-,FrankReformed,r4ndy4,0-1,2018.09.30,22:05:38,1431,1460,-11,19,C48,Four Knights Game: Spanish Variation,900+15,Normal,,,60606,60588
Rated Blitz game,https://lichess.org/FpzZGefB,2018.09.30,-,OscarMorgadoChess,sergeastre,1-0,2018.09.30,22:05:38,1501,1445,10,-9,C55,Italian Game: Anti-Fried Liver Defense,300+0,Normal,,,60626,60608
Rated Bullet game,https://lichess.org/3jDZQZFv,2018.09.30,-,mircosbatista,NoviceElfelm,0-1,2018.09.30,22:05:38,1634,1794,-6,7,B30,Sicilian Defense: Old Sicilian,120+1,Normal,,,60646,60628
Rated Rapid game,https://lichess.org/R9AjDKzD,2018.09.30,-,KakauR,bzqx,0-1,2018.09.30,22:05:38,1709,1696,-10,11,B10,Caro-Kann Defense,1200+0,Normal,,,60666,60648
Rated Blitz game,https://lichess.org/XW2vJRDB,2018.09.30,-,Villevieille,Travis_Ryan,0-1,2018.09.30,22:05:39,1364,1386,-11,10,B00,Barnes Defense,180+0,Time forfeit,,,60686,60668
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/fjlrErtz,2018.09.30,-,sahsec,perrywilly,0-1,2018.09.30,22:05:39,1290,1274,-13,11,A40,Modern Defense,300+0,Time forfeit,,,60706,60688
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/dMtUevII,2018.09.30,-,Trancer,Atia-Issa,0-1,2018.09.30,22:05:39,1412,1448,-11,10,C61,Ruy Lopez: Bird Variation,300+0,Time forfeit,,,60726,60708
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/1kclZjfr,2018.09.30,-,Flaviuscalin,sabaka85,1-0,2018.09.30,22:05:39,1155,1152,12,-15,C00,Rat Defense: Small Center Defense,300+0,Normal,,,60746,60728
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/vEa43Ead,2018.09.30,-,kazamaza,Dansier,0-1,2018.09.30,22:05:39,1204,1278,-10,9,A06,RÃ©ti Opening,300+0,Normal,,,60766,60748
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/ZAhfa7cU,2018.09.30,-,stratos123,parinay,1-0,2018.09.30,22:05:39,1428,1189,5,-5,C45,Scotch Game: Schmidt Variation,300+0,Normal,,,60786,60768
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/ikxEE7DS,2018.09.30,-,EuSouTal,vaGiga,0-1,2018.09.30,22:05:39,1312,1322,-12,10,C00,French Defense: Knight Variation,300+0,Time forfeit,,,60806,60788
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/FM2qUYMf,2018.09.30,-,Rodrigo360,VeggieB,1-0,2018.09.30,22:05:39,1365,1461,17,-14,C41,Philidor Defense #2,300+0,Time forfeit,,,60826,60808
Rated Blitz game,https://lichess.org/lVqkxcBI,2018.09.30,-,buchie,Pionniers,1-0,2018.09.30,22:05:39,1755,1797,11,-11,D00,Queen's Pawn Game #2,180+0,Normal,,,60846,60828
Rated Bullet game,https://lichess.org/KRXbwzNQ,2018.09.30,-,MGKA,shegap,0-1,2018.09.30,22:05:40,1830,1656,-17,14,B01,Scandinavian Defense,30+0,Normal,,,60866,60848
Rated Blitz game,https://lichess.org/MxHrQuK7,2018.09.30,-,kerfid,Dipsundar,0-1,2018.09.30,22:05:40,1442,1455,-10,10,D00,Queen's Pawn Game: Chigorin Variation,180+2,Normal,,,60886,60868
Rated Bullet game,https://lichess.org/zbG07BiF,2018.09.30,-,majdyyyy,pianista2018,1-0,2018.09.30,22:05:41,1571,1565,9,-10,C23,Bishop's Opening,60+0,Time forfeit,,,60906,60888
Rated Bullet game,https://lichess.org/ipVRw7J3,2018.09.30,-,KeithMadruga,StarDancer,1-0,2018.09.30,22:05:41,1523,1525,11,-10,A41,Old Indian Defense,60+0,Time forfeit,,,60926,60908
Rated Bullet game,https://lichess.org/9Ejze05G,2018.09.30,-,realsatvik007,mossrogers,1-0,2018.09.30,22:05:41,1537,1540,11,-10,C07,"French Defense: Tarrasch Variation, Open System, Suechting Line",60+0,Normal,,,60946,60928
Rated Bullet game,https://lichess.org/NYkG9s2R,2018.09.30,-,Lusthetics,dcp000,1-0,2018.09.30,22:05:41,1904,1664,5,-4,B01,Scandinavian Defense: Marshall Variation,60+0,Time forfeit,,,60966,60948
Rated Bullet game,https://lichess.org/sRdOIaSf,2018.09.30,-,thnxforchess,MrAidenAlphabet,1-0,2018.09.30,22:05:41,1901,1770,7,-8,B00,Barnes Defense,60+0,Time forfeit,,,60986,60968
Rated Bullet game,https://lichess.org/jzrDTwyK,2018.09.30,-,Hoogkamp,RookDragon,1-0,2018.09.30,22:05:41,1499,1407,9,-8,B21,Sicilian Defense: McDonnell Attack,60+0,Time forfeit,,,61006,60988
Rated Bullet game,https://lichess.org/3IM1gE8t,2018.09.30,-,SilinMisha96,huso123,1-0,2018.09.30,22:05:41,1512,1519,12,-11,A00,Hungarian Opening,60+0,Normal,,,61026,61008
Rated Bullet game,https://lichess.org/XVANL4Db,2018.09.30,-,Abera6810,superfantastic,1-0,2018.09.30,22:05:41,1381,1373,10,-10,B01,Scandinavian Defense,60+0,Normal,,,61046,61028
Rated Bullet game,https://lichess.org/SmeJ6cH8,2018.09.30,-,atmacxa,RushMolotov,0-1,2018.09.30,22:05:41,1641,1620,-11,11,D32,Tarrasch Defense,60+0,Time forfeit,,,61066,61048
Rated Bullet game,https://lichess.org/cmQxpeP9,2018.09.30,-,Djxruiz,Jossy87,0-1,2018.09.30,22:05:41,1069,1134,-19,8,C00,French Defense: Normal Variation,60+0,Normal,,,61086,61068
Rated Bullet game,https://lichess.org/R9CTBblo,2018.09.30,-,Vinchess,ToileTTes,1-0,2018.09.30,22:05:41,1890,1772,7,-7,C35,"King's Gambit Accepted, Cunningham Defense, Bertin Gambit",60+0,Normal,,,61106,61088
Rated Bullet game,https://lichess.org/UHdB2hm3,2018.09.30,-,Lemzen,mojofingers,1-0,2018.09.30,22:05:41,1221,1358,14,-15,C02,"French Defense: Advance Variation, Nimzowitsch System",60+0,Normal,,,61126,61108
Rated Bullet game,https://lichess.org/GWxY1OlD,2018.09.30,-,rj314,mlrandu,0-1,2018.09.30,22:05:41,1683,1760,-8,9,A40,Modern Defense,60+0,Time forfeit,,,61146,61128
Rated Rapid game,https://lichess.org/0W3m7cWb,2018.09.30,-,wpao,hadron70,1-0,2018.09.30,22:05:42,1485,1342,7,-6,D00,Queen's Pawn Game: Levitsky Attack,300+8,Normal,,,61166,61148
Rated Bullet game,https://lichess.org/0ItXxC2L,2018.09.30,-,EnmaAi,TURK1453,0-1,2018.09.30,22:05:42,1193,1266,-8,8,B50,Sicilian Defense,120+1,Normal,,,61186,61168
Rated Bullet game,https://lichess.org/1tS6v3IE,2018.09.30,-,zekicelik,Cow1337killr,0-1,2018.09.30,22:05:42,1610,1558,-11,12,B01,Scandinavian Defense,120+1,Time forfeit,,,61206,61188
Rated Bullet game,https://lichess.org/IJ8eqRzW,2018.09.30,-,swamideeznuts,Adelino,0-1,2018.09.30,22:05:42,1622,1640,-10,9,E61,King's Indian Defense,120+1,Normal,,,61226,61208
Rated Bullet game,https://lichess.org/8Iru2oD8,2018.09.30,-,ArekHagop,notRobots,0-1,2018.09.30,22:05:42,1370,1325,-16,12,A80,Dutch Defense,120+1,Normal,,,61246,61228
Rated Bullet game,https://lichess.org/okhhCTvL,2018.09.30,-,eigenartig,O-Dannyboy,1-0,2018.09.30,22:05:42,1896,1979,13,-13,B21,Sicilian Defense: Smith-Morra Gambit #2,120+1,Normal,,,61266,61248
Rated Bullet game,https://lichess.org/kSc1Ua5Q,2018.09.30,-,GreenGhost,thakur,0-1,2018.09.30,22:05:42,1420,1412,-11,10,D00,Queen's Pawn Game,120+1,Normal,,,61286,61268
Rated Bullet game,https://lichess.org/9c2X8Mqe,2018.09.30,-,kingryo,maxlancast,0-1,2018.09.30,22:05:42,1493,1546,-10,8,B01,Scandinavian Defense: Gubinsky-Melts Defense,120+1,Normal,,,61306,61288
Rated Bullet game,https://lichess.org/6NdP3x18,2018.09.30,-,capacapax,mindfo,1-0,2018.09.30,22:05:42,1707,1736,11,-11,A43,Old Benoni Defense,120+1,Normal,,,61326,61308
Rated Rapid game,https://lichess.org/WzqidRfn,2018.09.30,-,BryanNunez,john5000,1-0,2018.09.30,22:05:43,1559,1614,12,-12,C23,Bishop's Opening,600+0,Time forfeit,,,61346,61328
Rated Rapid game,https://lichess.org/R67NrYlv,2018.09.30,-,Superintelligent,Graussmans,0-1,2018.09.30,22:05:43,1793,1835,-9,9,C70,"Ruy Lopez: Morphy Defense, Cozio Defense",600+0,Normal,,,61366,61348
Rated Rapid game,https://lichess.org/RCVN1rtX,2018.09.30,-,Oxytocinblb,ahmadjahan,0-1,2018.09.30,22:05:43,1867,1799,-13,15,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation",600+0,Normal,,,61386,61368
Rated Rapid game,https://lichess.org/RPLllc0F,2018.09.30,-,Fersombra,benzot,0-1,2018.09.30,22:05:43,1272,1273,-14,19,C45,Scotch Game: Classical Variation,600+0,Normal,,,61406,61388
Rated Rapid game,https://lichess.org/yxqp3yPI,2018.09.30,-,D_Luther,FelipeHdz_25,0-1,2018.09.30,22:05:43,1550,1459,-22,13,C00,French Defense: Knight Variation,600+0,Normal,,,61426,61408
Rated Rapid game,https://lichess.org/b4EsoJpn,2018.09.30,-,Arlequinescacs,mosamirovic,1-0,2018.09.30,22:05:43,1744,1765,11,-11,C53,Italian Game: Classical Variation #2,600+0,Normal,,,61446,61428
Rated Rapid game,https://lichess.org/8DR9DahQ,2018.09.30,-,jsmith1971,djukka,0-1,2018.09.30,22:05:43,1354,1390,-9,10,B20,Sicilian Defense: Staunton-Cochrane Variation,600+0,Normal,,,61466,61448
Rated Rapid game,https://lichess.org/gULGWOdu,2018.09.30,-,Miha50,Cyara-Asani,0-1,2018.09.30,22:05:43,1433,1438,-10,11,C23,Bishop's Opening,600+0,Normal,,,61486,61468
Rated Classical game,https://lichess.org/M4IBoYcB,2018.09.30,-,pobler,spintwist,1-0,2018.09.30,22:05:43,1710,1525,6,-6,B18,Caro-Kann Defense: Classical Variation,1200+8,Normal,,,61506,61488
Rated Blitz game,https://lichess.org/EG4LKcno,2018.09.30,-,NatalieLouisex,marcin-snok,1-0,2018.09.30,22:05:43,1830,1817,14,-10,E62,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",180+0,Time forfeit,,,61526,61508
Rated Bullet game,https://lichess.org/4I2wxydf,2018.09.30,-,verduleiro,Neymar222,0-1,2018.09.30,22:05:44,1444,1457,-10,10,C00,French Defense: La Bourdonnais Variation,120+1,Normal,,,61546,61528
Rated Blitz game,https://lichess.org/Ya4v1ebO,2018.09.30,-,ntruessel,ProblemNET,1-0,2018.09.30,22:05:45,1202,1219,15,-28,C77,"Ruy Lopez: Morphy Defense, Tarrasch Variation",300+0,Normal,,,61566,61548
Rated Blitz game,https://lichess.org/tos3EOrq,2018.09.30,-,ei_santo,mechkata,1-0,2018.09.30,22:05:45,1193,1132,9,-8,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",300+0,Normal,,,61586,61568
Rated Blitz game,https://lichess.org/EPlP7ceg,2018.09.30,-,Tristano83,Osvaldojr,0-1,2018.09.30,22:05:45,1578,1507,-12,14,D94,"GrÃ¼nfeld Defense: Three Knights Variation, Burille Variation",300+0,Time forfeit,,,61606,61588
Rated Blitz game,https://lichess.org/c2jk4Diy,2018.09.30,-,vigii,engote,1-0,2018.09.30,22:05:45,1789,1881,14,-12,B30,Sicilian Defense: Old Sicilian,300+0,Normal,,,61626,61608
Rated Blitz game,https://lichess.org/Ql3zhcoS,2018.09.30,-,skarleone,bripage511,1-0,2018.09.30,22:05:45,1450,1340,8,-8,B00,Owen Defense,300+0,Normal,,,61646,61628
Rated Blitz game,https://lichess.org/YC3FzB4a,2018.09.30,-,captain-obvious17,Lenin1917-2017,0-1,2018.09.30,22:05:45,1821,1715,-13,13,D10,Slav Defense #2,300+0,Normal,,,61666,61648
Rated Blitz game,https://lichess.org/krK5jYIx,2018.09.30,-,martinccc,kmarlow,1-0,2018.09.30,22:05:45,1318,1291,10,-10,A20,English Opening: King's English Variation,300+0,Normal,,,61686,61668
Rated Blitz game,https://lichess.org/nkCQUy5t,2018.09.30,-,ConstantinKin,damon123456,0-1,2018.09.30,22:05:45,1275,1282,-10,11,B20,Sicilian Defense: Bowdler Attack,300+0,Normal,,,61706,61688
Rated Blitz game,https://lichess.org/GoPkCktK,2018.09.30,-,RealScar,Domoticasa,1-0,2018.09.30,22:05:45,1457,1517,22,-12,A13,English Opening: Agincourt Defense,300+0,Normal,,,61726,61708
